name_vacancy,salary,name_company,location_company,location_company_link,required_experience,busyness,description,key_skills,vacancy_url 
Data Engineer,з/п не указана,Тинькофф,Нижний Новгород,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа","Быть экспертом по данным: помогать аналитикам в решении вопросов с источниками данных, моделью данных DWH. Разрабатывать витрины в помощь аналитикам. Высшее техническое образование. Опыт работы с базами данных в качестве разработчика от 1 года. Свободное владение SQL. Опыт проектирования объектов...",Python Git SQL Java ООП ClickHouse Kafka Hadoop Базы данных Databases DW,https://hh.ru/vacancy/48958960?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Senior Data Engineer,от 5 000 до 7 000 USD на руки,Wanted,Санкт-Петербург,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Мы занимаемся разработкой инновационных решений в области игр и развлекательного контента - стриминг, высокие нагрузки, обработка данных в реальном времени.  Сегодня мы на стадии активного развития.На данный момент в нашей компании около 80 ИТ специалистов. Мы создаём масштабный, технологически сложный и в тоже время очень интересный, глобальный проект - частью которого можете стать Вы! Для создания наших продуктов используются передовые технологии, среди которых: Computer Vision, Unreal Engine, Ultra Low Latency Video Streaming. У нас очень крутой и супер современный технопарк - от камер и света, до графических карт, которые почти невозможно найти. Условия:  Высокий уровень заработной платы от 5000 $ на руки Оформление по ТК РБ или ИП   Удаленный формат работы, так же есть офис в Минске   Релокационный пакет при необходимости   Гибкий график, отсутствие бюрократии    Отсутствие легаси кода   Собственная команда для внедрения решений   Практическая свобода в выборе технологий, отсутствие бюрократии   Четкие цели от непосредственного руководителя   Коллектив настоящих энтузиастов   Требования:   Опыт работы от 4 лет hands-on   Практический опыт выбора систем, проектирования и разработки процессов сбора и хранилищ данных   Понимание принципов Change Management   Опыт руководства командами 3-5 человек   будет плюсом практический опыт с ML   Обязанности:   разработать единую модель корпоративных данных и структуру хранилища данных (например - Hadoop, Clickhouse etc.) на основе анализа существующих баз данных и аппликаций   реализовать стратегию управления качеством данных   внедрить принципы управления данными как активом   развивать инструменты анализа данных (PowerBI, Tableau, Grafana etc)   У нас один этап интервью ,после которого мы сразу принимаем решение! Вы можете написать напрямую в Telegram и мы вам сразу ответим!",PowerBI Tableau Hadoop M,https://hh.ru/vacancy/54825758?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Junior Data Engineer,з/п не указана,Innowise Group / Фабрика инноваций и решений,Минск,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Innowise Group на рынке с 2007 года. За это время наша команда реализовала 500+ проектов для 200+ заказчиков из 30+ стран мира — и эта цифра постоянно увеличивается. Каждый год мы растем в 2 раза. Лично для тебя это возможность интенсивно развиваться, пробовать себя в разных направлениях и технологиях, стать ментором и реализовывать свои самые смелые карьерные ожидания. Основа нашего успеха — крутая команда. У нас сформировалось профессиональное комьюнити, которое поможет тебе расти профессионально, общаться с экспертами и поддерживать компетенции на высоком уровне. Мы создаем все возможное для работы в самых комфортных условиях. Уверены, что ты сможешь усилить нашу команду! Чем предстоит заниматься: - Работа с технологиями для интеграции, подготовки и управления данными; - Проектирование современных хранилищ и платформ данных; - Проектирование, разработка, анализ и автоматизация reporting pipelines (от сбора данных до их визуализации); - Разработка ETL pipelines.У нашего идеального кандидата: - Опыт построения ETL/ELT pipelines; - Опыт работы с Airflow, Spark и/или другими инструментами DE; - Знание реляционных баз данных (например, PostgreSql, MySql и др.); - Знания No SQL баз данных; - Базовые знания Python. Будет плюсом:  - Опыт работы с DataBricks или другими подобными инструментами; - Опыт/знание работы с AWS или другими облачными сервисами (Google Cloud Platform, Azure) или опыт работы с Hadoop, Spark, Airflow; - Опыт работы с инструментами визуализации BI (например, Power BI, Tableau, QuickSight и др.). Мы предлагаем: Обучение и развитие:  Большой пул разноплановых проектов в таких сферах, как FinTech, Medicine, Entertainment, eCommerce, Gaming, Artificial Intelligence и пр.; Минимум легаси; короткий бенч; Широкий стек технологий, возможность перехода между ними; Индивидуальные карты роста и регулярный пересмотр условий (роли на проекте, уровня ЗП); Бесплатное изучение английского языка в офисе и онлайн.  ⠀Рабочая среда:  Гибридный формат работы (в офисе/дома); Просторные и комфортные рабочие места; Подробный онбординг: знакомство с командой, процессами и правилами, экскурсия по офису, welcome card; Уютные кухни, игровые комнаты, коворкинги, лаунж-зоны.  ⠀Дополнительные бонусы:  Cкидки у компаний-партнеров (от пиццерий и книжных до магазинов бытовой техники).  Ну что, ты с нами? Ждем тебя в нашей дружной команде!",Планирование карьеры Эффективное принятие решений Организационная осведомленность Лояльность Смелост,https://hh.ru/vacancy/54790395?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
"Data Engineer (AWS), Banking System",з/п не указана,DataArt,Нур-Султан,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",DataArt's experts together with developers on the client's side are creating new banking apps and upgrading the old...3 years of experience in Software Engineering. Experience in developing Single Page Web Applications using JavaScript and TypeScript. ,Hive SCALA Spark ORACLE SQ,https://hh.ru/vacancy/55096982?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data engineer С возможностью релокации,до 250 000 руб. до вычета налогов,ООО Датапайплайн-Про,Москва,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Обязанности: • Проектирование и разработка архитектуры БД. • Разработка интеграционных процессов с использованием ETL-средств Informatica Power Center, SQL Server Integration Services, Alteryx. • Создание модели данных, объектов визуализации и отчетов с использованием аналитических платформ Microstrategy, PowerBI. • Разработка OLAP-кубов. • Тестирование процессов обработки данных, кубов, отчетов. • Внедрение и сопровождение разработанных приложений. Требования:  Опыт участия в коммерческих проектах от 2х лет Опыт работы с данными и базами данных Знание SQL, опыт работы с MS SQL Знание Informatica Свободное владение английским языком  Условия: Оформление по ТК РФ  ",SQL Работа с базами данных Базы данных MS SQL Server Informatic,https://hh.ru/vacancy/54811945?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data Engineer,з/п не указана,Тинькофф,Ростов-на-Дону,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Быть экспертом по данным: помогать аналитикам в решении вопросов с источниками данных, моделью данных DWH. Разрабатывать витрины в помощь аналитикам. Высшее техническое образование. Опыт работы с базами данных в качестве разработчика от 1 года. Свободное владение SQL. Опыт проектирования объектов...",Java Python SQL Git ООП СУБД ETL Apache NiFi Greenplu,https://hh.ru/vacancy/48958930?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data engineer,з/п не указана,"Компания «СПОРТМАСТЕР», Управление бизнесами",Челябинск,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Greenplum / Hadoop / Clickhouse в качестве ядра обработки данных. Собственные решения на базе Apache Zeppelin, Apache Airflow и Apache Flink в...Высшее техническое образование. Опыт работы с базами данных в качестве разработчика от 1 года. Свободное владение SQL. Опыт проектирования объектов...",Python Kafka Spar,https://hh.ru/vacancy/54296931?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
"Ревьюер на курс ""Data Engineer""",з/п не указана,Яндекс.Практикум,Москва,,Требуемый опыт работы: 1–3 года,"Частичная занятость, удаленная работа","Яндекс Практикум — это сервис онлайн-образования, доступный в России и Америке. Мы помогаем людям расти — на работе и в жизни. Студенты могут освоить новую специальность, заговорить на иностранном языке и получать удовольствие от того, чем занимаются — каждый день. В направлении анализа данных мы убеждены: каждый может стать специалистом в работе с данными, особенно если немного помочь. Если вы считаете так же, у вас есть знания и опыт в области Data Engineering — вы можете стать ревьюером, который проверяет, оценивает и комментирует самостоятельные работы студентов. Что делает ревьюер? Студенты учатся с помощью онлайн-тренажёра, а также выполняют самостоятельные работы, которые проверяет, оценивает и комментирует команда специалистов. Роль ревьюера в этом процессе очень важна: он проверяет задания студента и даёт обратную связь. Именно ревьюер решает: зачесть задание или нет. Также он даёт советы по улучшению задания, отмечает неточности, указывает на ошибки. Я хочу стать ревьюером. Меня возьмут? Скорее всего — да, если вы:  имеете опыт работы инженером данных, data scientist или аналитиком данных; умеете работать с SQL, Python, AirFlow, Spark; умеете доступно объяснять сложные вещи и оценивать чужую работу; готовы посвящать проекту от 10 часов в неделю;  Будет плюсом  Опыт работы с Grafana / MongoDB / ClickHouse / ElasticSearch / LogStash / Kibana / HDFS / Kafka / Greenplum.  Я подхожу. Что вы можете мне предложить?  удаленную работу с частичной занятостью, объём работы определяется индивидуально; Оклад 600 - 1 000 рублей за проверку одной работы; обучение развивающей коммуникации и грамотному подходу к проверке проектов; постоянную практику и углубление знаний; возможность стать частью сообщества аналитиков, делающих образование качественным и доступным; возможность помочь начинающим специалистам усвоить важные базовые вещи и поверить в себя. ",Python SQL Spar,https://hh.ru/vacancy/55001131?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data Engineer,з/п не указана,Тинькофф,Краснодар,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа","Быть экспертом по данным: помогать аналитикам в решении вопросов с источниками данных, моделью данных DWH. Разрабатывать витрины в помощь аналитикам. Высшее техническое образование. Опыт работы с базами данных в качестве разработчика от 1 года. Свободное владение SQL. Опыт проектирования объектов...",Java Python SQL Git ООП ETL Apache NiFi Greenplum СУБД DW,https://hh.ru/vacancy/52816957?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Big Data Platform Engineer,з/п не указана,"VK, Социальные сети, Одноклассники","Санкт-Петербург, Херсонская улица, 12-14",https://hh.ru/search/vacancy/map?vacancy_id=53094452&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Разработка архитектуры, реализация и поддержка системы сбора, преобразования, хранения и обработки больших данных (ETL) для высоконагруженных проектов. Подготовка необходимых инструментов...Понимание принципов построения масштабируемых систем аналитической обработки больших данных. Умение самостоятельно принимать технические решения, планировать необходимые ресурсы и сроки. ",Spark hadoop Linux kafka airflow grafan,https://hh.ru/vacancy/53094452?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Senior Data engineer,от 300 000 до 500 000 руб. на руки,Мокка,"Тульская, Москва, Варшавское шоссе, 9с1Б",https://hh.ru/search/vacancy/map?vacancy_id=53920901&hhtmFrom=vacancy,Требуемый опыт работы: более 6 лет,"Полная занятость, удаленная работа","Мокка – это самый популярный в России и Восточной Европе финтех сервис в сегменте BNPL (Buy Now Pay Later – Покупай сейчас, плати потом). С его помощью можно получить моментальный аванс на покупки и на другие цели с оплатой частями. Зарегистрироваться в Мокка можно в два клика прямо в магазине или в мобильном приложении – для этого не надо заполнять длинные анкеты или подписывать бумаги, весь процесс полностью онлайновый. Под капотом Мокка – более 10 лет накопленного опыта, современные мобильные и облачные технологии и уникальный гибкий подход ко всем процессам. В Мокка более 9,5 млн пользователей, а сам сервис доступен в >9,500 партнерских магазинах, среди которых Lamoda, Связной, Детский мир, OneTwoTrip, Иль Де Ботэ, М.Видео и другие. Наши клиенты любят делать покупки и ценят простоту, удобство и технологичность наших сервисов, которые всегда под рукой в мобильном приложении Мокка. Мы быстро растем как бизнес и как компания, подключаем новых партнеров из разных категорий, запускаем новые сервисы, развиваем свои технологии. Мы также верим, что люди – это самое главное, и находимся в поиске сильных профессионалов, которые станут частью нашей команды. Что мы предлагаем?   Привлекательную заработную плату в соответствии с вашими навыками и опытом, полное соблюдение ТК РФ;   Бонусную систему, основанную на достижении поставленных KPI;  Доброжелательная команда; Масштабный международный финтех-проект; Отсутствие бюрократии больших организаций; Agile-спринты с фиксированным числом задач на спринт; Работа с облачными технологиями; Возможность влиять на архитектуру решения; Современный тех. стек инженерии данных; Работу в современном офисе в стиле лофт в БЦ “Даниловская мануфактура” (шаговая доступность от м. Тульская);  Гибридный график работы (3 дня в офисе, 2 удаленно) или дистанционно;   ДМС с полным покрытием.   Задачи, которые тебе предстоит решать:  Направлять и развивать команду инженеров данных; Работать с требованиями по загрузке источников в КХД на S3-Compatible Cloud Platform (Ya.Cloud); Программировать масштабируемые, устойчивые и поддерживаемые пайплайны данных из корпоративных шин/хранилищ в проектные хранилища на регулярной основе и/или near-realtime; Обрабатывать данные (фичи, витрины для приложений, и т.д.); Участвовать в создании и поддержании CI/CD процесса для обработчиков и загрузчиков данных; Наполнять базу знаний документацией о промышленных обработчиках данных и витринах; Работать над оптимизацией кода, проводить Review в команде.  Наши пожелания к экспертизе:  Знание Apache NiFi, умение работать с Data Flow Processor, трансформациями. Знание форматов Avro, Parquet. Знание коннекторов к основным типам поставщиков/потребителей данных (СУБД, Queue Managers, REST API); Опыт работы с реляционными СУБД – одной из: Oracle, MS SQL, PostgreSQL; Знание SQL; Опыт работы с Git; Опыт работы с gitlab-ci; Linux. Знание основных команд, умение писать bash-скрипты; Опыт наставничества над младшими инженерами    Будет плюсом:  Знание Kubernetes. Умение работать с Docker-контейнерами; Знание Airflow. Умение писать собственные hooks и operators. Умение пользоваться внутренними возможностями Airflow по хранению параметров соединений; Знание Cloud concepts (предпочтительно Yandex Cloud, AWS); Опыт работы с AWS S3 / S3 совместимыми хранилищами. Знание микросервисной архитектуры решений; Хорошее знание Python. Знание virtualenv, remote-development. Умение оформлять тесты и настраивать линтеры; Навыки написания модульного кода. Умение декомпозировать имеющийся код на модули; Опыт работы с Pyspark. Написание и оптимизация UDF. Управление сложностью в проекте с большим количеством обработчиков pyspark; Знание SQL на хорошем уровне. Оконные функции, иерархические запросы; Опыт настройки и использования Apache Kafka и Spark Streaming; Опыт работы с колоночными СУБД – одной из: Mongo, Vertica, Clickhouse; Знание MPP РСУБД – одной из: Teradata, Greenplum; Знание Java/Scala. ",Git Linux Python Spark SQ,https://hh.ru/vacancy/53920901?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data Engineer,з/п не указана,ООО Ак Барс Цифровые Технологии,"Козья слобода, Казань, Чистопольская улица, 11",https://hh.ru/search/vacancy/map?vacancy_id=54192312&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа","Реализация новой модели DWH (Data Vault). Участие в миграции данных (BigQuery - Yandex.Cloud - ClickHouse). Формирование пользовательских витрин данных. Написание Python скриптов...Опыт промышленной разработки DWH (сбор требований, конструирование DWH, работа с таблицами, сбор сложных витрин). Опыт разработки на ANSI-SQL (опыт...",SQL CDC ETL Kafka ODS PosgreSQL MS SQ,https://hh.ru/vacancy/54192312?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Ведущий Data Engineer,з/п не указана,ПАО КБ «Уральский банк реконструкции и развития» (УБРиР),"Екатеринбург, улица 8 марта 51",https://hh.ru/search/vacancy/map?vacancy_id=50074553&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Участие в разработке ядра продуктов Data Platform. Разработка и оптимизация процессов выгрузки данных.Знание одного из языков программирования: Python, Java, Go. Знание основ ООП, теории алгоритмов, структур данных. Знание SQL. Опыт написания процессов...",Oracle Pl/SQL ORACLE База данных: Oracle Python Big Data SQL Atlassian Confluence Базы данных Аналитические навыки Аналитика Oracle BI QlikView Oracle CRM Atlassian Jira Работа с базами данных Power BI СУБД BI MS Power BI SSAS Cистемы управления базами данны,https://hh.ru/vacancy/50074553?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Business Data Engineer,з/п не указана,Тинькофф,Санкт-Петербург,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа","Ищем аналитика для общения с заказчиками, с целью анализа, проработки и фиксации требований в технической/проектной документации, декомпозиции требований на...Опыт работы в качестве бизнес-аналитика в IT решениях от 6 месяцев (рассматриваем также студентов последних курсов). Знакомство с нотациями...",SQL Hadoop Работа с базами данных ETL Базы данных DWH СУБД Database,https://hh.ru/vacancy/49992898?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data engineer в центр RnD (Big Data),з/п не указана,"ПАО «МТС», IT","Технопарк, Москва, проспект Андропова, 18к9",https://hh.ru/search/vacancy/map?vacancy_id=54842544&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Построение витрин данных (SQL, Python). Разработка и оптимизация ETL процессов. Тестирование нового функционала и витрин в DataLake. Выстраивание процессов Data...Высшее образование. Опыт работы в ИТ компаниях, подразделениях ИТ или рисков банка от 1 года. Опыт работы с реляционными и...",Python Hadoop Hive SQL Spark Работа с базами данны,https://hh.ru/vacancy/54842544?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data Engineer,з/п не указана,Тинькофф,Екатеринбург,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа","Разработка, тестирование и поддержка архитектуры данных (витрина данных) для нужд отчетности. Обеспечение актуальности и пригодности архитектуры данных для бизнеса. Опыт работы с различными СУБД (MySQL, PostgreSQL, Oracle, MSSQL и др.). Опыт написания скриптов с нуля, знание языков программирования (Python...",Git SQL Java ООП Hadoop ClickHouse Apache Kafka СУБД Databases ETL DW,https://hh.ru/vacancy/48958973?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Junior Data Engineer,з/п не указана,WILDBERRIES,Москва,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","WILDBERRIES — это крупнейший российский интернет-магазин, работающий с 2004 года. 14 стран присутствия и более 115 тыс. пунктов выдачи заказов. 43 млн клиентов и более 1,5 млн ежедневных заказов. 8 из 10 заказов доставляются на следующий день. Свыше 40 000 человек в нашей команде. В связи с активным ростом команды находимся в поиске Data Engineer. Обязанности:  Разработка процессов загрузки данных из систем источников (1C\NATS\Kafka\REST) в ХД (greenplum), создание витрин данных. Подготовка выгрузки данных по требованию.  Требования:  Хорошее знание Python (разработка DAG Airflow). Опыт работы с SQL ANSI, SSAS, SSRS.  Будет преимуществом:  Опыт работы с vertica или greenplum. Понимание принципов работы MPP БД. Знание основ docker. Разработка отчетов в Power BI. Знание ClickHouse.  Условия:  Работу с гибким началом рабочего дня в офисе в 2 минутах пешком от метро «Автозаводская» (возможно обсуждение удаленной занятости с приездами в офис по требованиям). Достойное вознаграждение: «в рынке» и даже чуть интереснее. Интересные и амбициозные задачи, дающие ощущение причастности к значимому делу, которым можно гордиться. Возможность непосредственно влиять на создание и развитие продукта. Действительно отличную команду, с которой можно обсудить идеи и осуществить наиболее удачные из них. Возможность сильно прокачаться в процессе реализации смелых идей, идущих на пользу проектам: большое поле возможностей и экспериментов. ",,https://hh.ru/vacancy/54927479?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Big Data Platform Engineer,з/п не указана,"VK, Социальные сети, Одноклассники","Аэропорт, Москва, Ленинградский проспект, 39с79",https://hh.ru/search/vacancy/map?vacancy_id=53094421&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Принимать участие в развитии корпоративной платформы больших данных на всех этапах. Автоматизировать процессы обработки данных (ETL). Мониторить и оптимизировать компоненты...Отличное знание Linux. Знание Ansible, Git. Знание экосистемы Hadoop,Apache, Kafka. Опыт использования систем мониторинга и агрегации логов (Prometheus, Zabbix...",Spark hadoop Linux kafka airflow grafan,https://hh.ru/vacancy/53094421?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data engineer,з/п не указана,ТОО Norsec Delta Projects,Атырау,,Требуемый опыт работы: не требуется,"Полная занятость, удаленная работа","Requirement Role Requirement & Responsibilities:       - Design, develop, and maintain relational databases for data storage and data mining.- Perform data warehouse design and testing, including data design, database architecture, metadata, and repository creation.- Design data warehouse schematics, layouts, and capacity planning.- Create and implement effective metrics and monitoring processes.- Develop processes and procedures for entering information into data warehousing systems and for ensuring reliability of information entered.- Seek continuous improvement in performance of data warehouse and ensure security of data.- Considered highly skilled and proficient in discipline.- Conducts complex work important to the organization.- Works under minimal supervision with wide latitude for independent judgment.- Typically requires six to nine years of relevant experience or equivalent combination of experience and education.- Data extraction from different sources such as SQL Server, flat files, Excel, and XML files into staging, transformation necessary to recast source data for analysis, and loading of transformed data into the presentation repository. It includes the selection criteria to extract data from source systems, perform any necessary data transformations or derivations needed, data quality audits, and cleansing.- Data Modeling: Design and implementation of data models for both integration and presentation repositories.- Production Automation: Design and schedule the ETL/ELT process for periodic automated updates, including FTP/SFTP file transfers. Automated update processes must have built-in fail-over strategies and must ensure data consistency and correctness.- T-SQL Programming: Writing complex stored procedures, efficient SQL Queries with joins, and tuning for optimal performance.Core Skills:RDBMS, e.g. Microsoft SQL Server or MySQLStructured Query Language (SQL), T-SQLData Warehousing and ETL and Analytics Tools, e.g. MS tools(SSIS,SSAS,SSRS) Skills Listing Skills required Listing:      Programming languages VB/C#/PythonAzure DevOps/Agile/ScrumBasic knowledge of Azure Data Lake Storage, Gen 2Basic knowledge of Azure Data Factory (and Azure Data Pipelines) for data transformation and orchestrationBasic knowledge of Azure Databricks with an emphasis on data transformation and data cleansingBasic knowledge of Azure SQL Data Warehouse / Azure SynapseDesired skills in new cloud tools DeltaLake, Spark SQL, Polybase, Scala English language Required Russian language Required Kazakh language Nice to have",ETL MS SQL Server Python Английский язык SSI,https://hh.ru/vacancy/54845364?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data Engineer,з/п не указана,Тинькофф,Минск,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа","Javascript frameworks - a basic understanding of how single-page applications work under the hood, most optimal to have: React. Basic knowledge (primitive, complex data types, JSON, callback functions). Control flow (loops, logic gates). Functions and array methods (map, reduce...",DWH ETL Hadoop SQL Java Python Pandas Базы данных Apache Kafk,https://hh.ru/vacancy/45111090?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data Operations Engineer,з/п не указана,АО Национальная система платежных карт,"Новокузнецкая, Третьяковская, Третьяковская, Москва, Большая Татарская улица, 11а",https://hh.ru/search/vacancy/map?vacancy_id=39734082&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Чем Вы будете заниматься:  Участвовать в создании масштабируемых высоконагруженных сервисов, обеспечивающих бизнес НСПК; Участвовать в проектировании систем и процессов, обеспечивающих автоматизацию разработки, тестирования и развертывания (в том числе, для систем с доступностью 24х7); Разрабатывать и реализовывать подход к управлению конфигурациями; Разрабатывать и реализовывать подход к мониторингу сред разработки и тестирования; Работать в тесном контакте с бизнес-пользователями и другими подразделениями.  От Вас потребуется  Знание компонентов экосистемы Hadoop ( Zookeeper, HDFS, Yarn, Spark, Hive, Impala, Hbase). Опыт работы с Cloudera CDH приветствуется; Понимание принципов работы Kafka, Kafka API, Kafka Connect. Умение работать с kafka utils. Уверенное владение SQL, python, java | scala; Опыт работы с Apache Airflow; Опыт построения CI/CD (gitlab, nexus, ansible); Опыт работы c Zabbix, Splunk; Знание linux.  Будет здорово, если:  Если Вы интересуетесь или имеете опыт работы с Docker; Есть опыт работы/желание поработать с Prometheus; Работали с JupiterHub/Zeppelin.  Условия:  Оформление согласно ТК РФ; Достойный уровень заработной платы + премии; График работы: 5/2 с 9:15 до 18:00; Социальный пакет: ДМС со стоматологией, телемедицина, полис для выезжающих за рубеж, доплата по больничным листам до 20 дней в году, материальная помощь в особых случаях; Профессиональное развитие: обучение за счет компании, посещение профильных конференций, электронная библиотека; Корпоративная культура: командные виды спорта, корпоративные мероприятия, тимбилдинги, лектории; Работа в команде профессионалов с уникальной экспертизой; Комфортный офис в центре: тренажерный и спортивный залы, лаунж-зона, корпоративная столовая, микромаркеты, кухни с чаем, кофе и снеками на каждом этаже. ",,https://hh.ru/vacancy/39734082?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Senior Data Engineer,з/п не указана,"VK, Социальные сети, Одноклассники","Аэропорт, Москва, Ленинградский проспект, 39с79",https://hh.ru/search/vacancy/map?vacancy_id=50439475&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Разработать единую модель корпоративных данных и структуру хранилища данных (например - Hadoop, Clickhouse etc.) на основе анализа существующих баз данных и...Опыт работы от 4 лет hands-on. Практический опыт выбора систем, проектирования и разработки процессов сбора и хранилищ данных. ",Spark Hadoop Hive SQL Big Data Jav,https://hh.ru/vacancy/50439475?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
Data Engineer,з/п не указана,ANCOR,Москва,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","В крупный банк - ТОП-10 банков РФ мы ищем Data Engineer в бизнесовую команду! Задачи:  Построение витрин по оценке рынка банковских продуктов на уровне клиента (включая автоматизацию алгоритмов по расчету рынка); Автоматизация формирования аналитических отчётов; Написание скриптов для выгрузки и обработки данных из витрин на языках SQL, Python; Извлечение данных из xml и из неструктуированного текста (pdf); Получение и систематизация данных из внешних источников, в т.ч. парсинг сайтов; Агрегация и валидация данных.  Требования:  Высшее образование; Опыт работы – не менее 3 лет в банковской/ИТ сфере; Продвинутые навыки SQL; Продвинутые навыки Python; Знание банковских продуктов приветствуются; Навыки работы с Hadoop приветствуются.  Условия:  Официальное трудоустройство по ТК РФ; Удобное расположение офиса - Moscow City; Достойная и конкурентная заработная плата; Разнообразный социальный пакет: ДМС, страхование жизни, страхование для выезжающих за границу, льготные условия приобретения банковских продуктов, скидки в фитнес-клубах и в компаниях-партнерах. ",Python SQL Hadoop XML Data Analysi,https://hh.ru/vacancy/53270949?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20engineer
