name_vacancy,salary,name_company,location_company,location_company_link,required_experience,busyness,description,key_skills,vacancy_url

Product-manager (CRM-система),з/п не указана,ПартКом,Москва,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа","Сейчас у нас есть внутренний продукт — B2B CRM-система для оптовых продаж. Это наша разработка с desktop версией на основе 1С, есть мобильная версия (android, готовимся к iOS). Мобильной версией продукта пользуются 80 менеджеров компании, в планах текущего года увеличить до 300 человек. В продукте выстроен MVP, допиливаем блок безопасности, и далее приступим к регулярному развитию продукта. В связи с динамичным развитием направления продаж в компании, нам нужен +1 Product-manager на проект CRM-системы. Главными задачами текущего года станет: Унифицирование работы менеджеров при онбординге. Увеличение продаж за счет конверсий сделок и улучшения процессов в продукте. Текущая команда: Product-manager, 1C разработчики, 2 web-разработчика, аналитика на команде Olap-кубов, на фрилансе есть UX/CX и дизайнер. Инструменты команды: Confluence, Jira, Miro. Метрики: Grafana, сайт-админ, отчетность через Olap-кубы и 1C. Команда работает по Scrum. Чем предстоит заниматься на проекте:  Собирать бизнес-требования от заказчиков Формировать требования по оптимизации и развитию бизнес-процессов CRM Создавать планы по этапам внедрения каждого сервиса/услуги Модернизировать продукт Моделировать бизнес-процессы Составлять ТЗ на разработку, тестирование и запуск функционала Создавать и вести ключевые метрики Тестировать процессы пользовательского пути Общаться с пользователями для обратной связи.  Ожидания от твоего опыта:  Опыт в IT-проектах по внедрению и разработке систем автоматизации бизнеса Глубокое погружение в процессы и продукт Умение формировать бизнес-процессы (знание нотаций) Умение декомпозировать и ставить задачи IT-командам Работать с гипотезами и анализировать результаты по продукту Опыт работы в Jira/Confluence.  Плюсом будет:  Опыт с продуктами на 1С (создание, доработка, внедрение).  Из интересного на проекте:  В этом году внедрим ML и DS в команду Olap-кубов. Для CRM это дополнительная аналитика и рекомендательные сервисы Можно привносить новые технологии и идеи, влиять на бизнес. С бизнеса ожидание — с команды реализация Лояльные пользователи и доступ к оперативной обратной связи.  Мы предлагаем:  Участие в проекте с высокими нагрузками и свободу подхода к решению задач Поддержку инициатив Удалённую работу по ТК с гибким утром до 10:00 Мск Возможность предоставления техники Возможность оплаты курсов и конференций Автозапчасти со скидкой до 30% Ежегодный сбор команд продактов и IT раз в год в Нижнем Новгороде ",Atlassian Jira Scrum Atlassian Confluence Управление проектами 1C Product Development Miro Аналитика CR,https://hh.ru/vacancy/52917827?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Product manager/Менеджер продукта,з/п не указана,1C-Рарус,"Дмитровская, Тимирязевская, Москва, Дмитровское шоссе, 9б",https://hh.ru/search/vacancy/map?vacancy_id=53986967&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Разработка roadmap, формирование фич-листа, исследование опыта существующих клиентов. Разработка Vision продукта и концепции тактики выведения продукта на рынок. Организация CustDev, исследование опыта конкурентов. Опыт работы от 3-х лет в продуктовой деятельности на позиции Product Owner или Product...",Управление проектами Управление продукто,https://hh.ru/vacancy/53986967?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Менеджер по продукту/Product Manager,от 65 000 до 65 000 руб. на руки,АВС-электро,"Воронеж, ул. Текстильщиков, 2 ""В""",https://hh.ru/search/vacancy/map?vacancy_id=54767764&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Разрабатывать стратегию продвижения вверенных брендов на рынок. Осуществлять анализ рынка, определять целевые потребительские сегменты рынка для продвижения. Анализировать требования потребителей...Высшее образование (маркетинг, экономика). Подтвержденный успешный опыт разработки и вывода новых продуктов на рынок (продукты питания). Практическое владение основным инструментарием...",,https://hh.ru/vacancy/54767764?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Старший менеджер продукта (IoT Платформа),з/п не указана,ПАО «МТС» ,"Технопарк, Москва, проспект Андропова, 18к9",https://hh.ru/search/vacancy/map?vacancy_id=51481124&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Запустить новую версию Ozon Messenger на всех платформах и во всех причастных системах. Запустить новые виды чатов: С2С...Опыт работы менеджером в продукте с mau от 1 000 000. Опыт работы в IT и управления командами разработки. ,Product Management Управление продуктом Project management UNIT-экономика People Management IO,https://hh.ru/vacancy/51481124?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Менеджер по продукту / Product Manager,от 35 000 до 55 000 руб. на руки,АО Курский электроаппаратный завод,"Курск, улица Луначарского, 8",https://hh.ru/search/vacancy/map?vacancy_id=53376528&hhtmFrom=vacancy,Требуемый опыт работы: не требуется,"Полная занятость, полный день","КЭАЗ — отечественный разработчик и производитель электротехники! В связи с развитием нового направления и формированием проектной команды мы в поисках амбициозных и нацеленных на результат кандидатов - как профессионалов с опытом, так и начинающих специалистов, желающих реализовать свой потенциал.   Чем предстоит заниматься:   Развитием продуктового направления: исследование рынка электротехники, оценка конкурентной ситуации, определение конкурентных преимуществ;   Маркетинговыми исследованиями по развитию ассортимента: управление товарной матрицей и формирование ценовой политики;   Работа в проектных командах по выводу новой продукции на рынок: инициация, планирование и запуск.   Что ждём от кандидата:  Выпускник/студент старших курсов (техническое направление/экономика/менеджмент/маркетинг); Владение Microsoft Office: Excel/Power Point (на уровне уверенного пользователя); Аналитический склад ума, готовность к обучению и работе со сложным техническим продуктом; Высокий уровень самоорганизации и понимание Time-Management; Грамотная устная и письменная речь.  Мы предлагаем:  Развитие в команде профессионалов: широкая география и более тысячи коллег в России и за рубежом; Корпоративное обучение, возможность участия в профильных конференциях, вебинарах и инновационных проектах; Официальное оформление по ТК РФ, эффективная система мотивации; График работы: 5/2, 8:30-17:00; Многообразие корпоративных мероприятий, событий и традиций компании!    КЭАЗ ценит каждого сотрудника и готов стать надежным партнером для развития!",Английский — A1 — Начальный MS PowerPoint Управление проектами Запуск новых продуктов Электроснабжение Инженер Биотехнологии Маркетинг MS Exce,https://hh.ru/vacancy/53376528?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Product manager,з/п не указана,Simtech Development,Ульяновск,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа","Мы группа компаний Simtech, в которую входят 4 компании: CS-Cart, Simtech Development, Searchanise, ASAP Lab. С 2005 года наша команда занимается цифровой трансформацией бизнеса - помогаем предпринимателям и компаниям из разных стран развивать, оптимизировать и масштабировать онлайн-магазины в глобальном масштабе. За это время мы реализовали тысячи успешных проектов для клиентов из 170 стран. ASAP Lab - команда сертифицированных SysOps-администраторов, SRE и DevOps-инженеров. Мы обеспечиваем стабильную работу инфраструктуры eCommerce проектов и решаем задачи любого уровня сложности — от аудита и мониторинга производительности до повышения отказоустойчивости, проектирования инфраструктуры (IaC) и внедрения DevOps-практик.Создали специализированное хостинг-решение с системой мониторинга и реагирования 24/7 для платформы CS-Cart, активно осваиваем другие популярные платформы.Ищем в команду спецов, которые хотят чего-то большего, чем просто писать код, ловят азарт от решения загадочных проблем, когда надо закопаться с головой, и любят все автоматизировать Сейчас в компанию ASAP Lab мы в поиске Product manager. Основные продукты: хостинг и серверные услуги. Чем предстоит заниматься:  создание дорожной карты жизненного цикла продукта; анализ функциональностей продукта и его изменений; преобразование бизнес-потребностей в технические требования и подробные прототипы (макеты); планирование релиза на основе обратной связи пользователей и стратегических направлений разработки; анализ метрик использования продукта, внедрение новых метрик; анализ конкурентных решений, новых ниш и отраслевых тенденций; выстраивание эффективных отношений между командой маркетинга, командой тех.поддержки и командой разработки; грамотная постановка задач разработчикам продукта; установление отношений между компанией и ее стратегическими клиентами и партнерами.  Наши ожидания:  опыт работы Product manager/Product Owner/Project manager от 2-х лет; понимание особенностей web-разработки, наш технологический стек: PHP/HTML/CSS; опыт стратегического планирования для долгосрочного развития продукта; опыт создания качественных интерфейсов, понимание трендов UX/UI; опыт работы в направлении e-commerce; опыт работы с web-аналитикой (Google Analytics, Яндекс Метрика, Amplitude); опыт формирования и выстраивания коммуникаций внутри команды; самостоятельность, ответственность, коммуникабельность, умение аргументировать позицию; аналитический склад ума.  Мы предлагаем:   профессиональное развитие: регулярно проводим внутренние баркемпы и митапы, оплачиваем обучение и участие сотрудников во внешних конференциях;   интересные задачи и возможность влиять на процессы внутри компании;   полностью белую зарплату и её регулярный пересмотр по итогам performance review;   работу в профессиональной команде, которая всегда поддержит и поделится опытом;   возможность выбора удобного временного графика;   всё, что нужно для комфортной работы: стильный офис (4 этажа) с ланч-зоной и relax-зонами (Xbox, мини-гольф и настольный теннис и хоккей), кофемашина;   собственный тренажёрный зал в офисе  ",Английский — A2 — Элементарный Управление проектами Project management HTML Аналитическое мышление E-Commerce Управление продуктом Product Management CS,https://hh.ru/vacancy/54561243?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Менеджер продукта / product manager,з/п не указана,ООО Цифровые Сервисы,"Москва, Центральный административный округ, Красносельский район, Каланчёвская улица, 13",https://hh.ru/search/vacancy/map?vacancy_id=54866560&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, гибкий график","Компания Цифровые сервисы ищет в свои ряды product менеджера на наш флагманский проект Сервисный портал сотрудника. Проект ""Сервисный портал сотрудника"" - это служба одного окна, связывающая сотни тысяч сотрудников с внутренними сервисами компании - как в мобильной так и веб версии. Проект реализован на Java, React Native, СУБД (PostgeSQL) У Портала:  700.000 пользователеи? >100 сервисов (+ каждый релиз новые разработки) 1 место Digital Communication Awards 2021 (Internal Channel) Премия «Лучшии? ЭДО в России и СНГ 2021"" Победитель Intercomm 2021 (Общии? знаменатель)  Чем предстоит заниматься:  Взаимодействовать с Заказчиком;   Собирать и тестировать гипотезы;   Прорабатывать новые направления развития продукта;   Приоретизировать задачи и строить долгосрочные цели продукта;   Формировать требования к разработке;   Постановка задач в группы анализа, дизайна, разработки;   Контроль результатов выполнения задач, сдача заказчику.  Мы ожидаем от кандидата:   Опыт работы в IT-сфере – от 2-х лет;   Опыт работы менеджером ИТ продукта – от 1 года;   Умение формировать и проверять гипотезы;   Умение декомпозировать задачи на команды;   Умение формировать понятные, реализуемые и тестируемые требования;   Навыки управления проектами.  Мы предлагаем:   Конкурентную заработную плату, годовая премия;   ДМС после испытательного срока;   Комфортный офис в центре Москвы (2 мин. от м. Красные ворота) с биометрией вместо пропусков;   Гибкий график работы, мягкое начало дня, гибрид – офис – удаленка.   ",,https://hh.ru/vacancy/54866560?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Product manager/Менеджер продукта,з/п не указана,1C-Рарус,"Дмитровская, Тимирязевская, Москва, Дмитровское шоссе, 9б",https://hh.ru/search/vacancy/map?vacancy_id=53986967&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Разработка roadmap, формирование фич-листа, исследование опыта существующих клиентов. Разработка Vision продукта и концепции тактики выведения продукта на рынок. Организация CustDev, исследование опыта конкурентов. Опыт работы от 3-х лет в продуктовой деятельности на позиции Product Owner или Product...",Управление проектами Управление продукто,https://hh.ru/vacancy/53986967?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Product Manager ( Сonstruction Machinery),з/п не указана,ООО Люгонг Машинери Рус,"Планерная, Сходненская, Москва, МКАД, 69-й километр, внешняя сторона, к17",https://hh.ru/search/vacancy/map?vacancy_id=54685732&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","PURPOSE FOR POSITION: Responsible for creating product marketing materials, growing and facilitating the dealers’ sales managers product knowledge by training, providing technical application support to dealers and customers. Research on the local market and customer requirements, and support dealers and headquarters engineers for product definition, product application modification etc. DUTIES & RESPONSIBILITIES: If there are questions about product strategy , product application, product sales trainings etc.  Create local product marketing materials with support of headquarters Organize product sales trainings to dealers’ sales team Support dealers and customers on the technical application Do and help headquarters engineers for customers jobsite research Recommend the right specification for customers and dealers Organize and plan the new product launch into the market Give the feedback and suggestions to R&D on the product application Research and analyse the competitor’s product Collect information about legislation, certification related to the industry Regular reports to managements and sales team on the industry trend, competition Suggest the product strategy Participation in the training program in Headquarters Temporary work assigned by the supervisor  EDUCATION, EXPERIENCE & SKILLS REQUIRED: Education: University degree in engineering; with deep product, business and market knowledge Experience: Years of experience in product, technical support and training in construction equipment. Language: English and Russian Travel:Available for traveling in both home and abroad according to the requirements. CONDITIONS:  Employment in accordance with the Labor Legislation. Payments 2 times a month. Medical insurance after probational period. Lunch compensation. Tea/Coffee/snacks. Birthday gifts from the company. Professional growth. Corporate transport from Skhodnenskaya metro station.  NB! Обязателен опыт работы со спецтехникой, тяжелой, сельскохозяйственной, дорожной, строительной , спецтехникой. Опыт работы с Дилерами!",Английский — C1 — Продвинутый Английский язык Customer Service Analytical skills Business Englis,https://hh.ru/vacancy/54685732?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Product manager,з/п не указана,ООО Мерлин АИ,Санкт-Петербург,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа","Обязанности: • Находить и оформлять идеи по развитию продукта;• Работать с дизайнерами• Анализировать пользователей и продуктовые показатели;• Проводить тесты на разных платформах;• Формировать требования для разработчиков; Требования: • Опыт работы в IT компаниях (от 3-х лет).• Вы знаете, для чего нужен A/A тест и как определить достоверность результатов A/B теста;• Опыт работы с web-аналитикой (Google Analytics, Яндекс Метрика, Mixpanel).• Навыки и опыт CustDev;• Понимание юнит экономики;• Глубокое понимание термина User Story и опыт их формирования;• Умение проверять продуктовые гипотезы, проводить исследования;• Опыт работы в GameDev• Знание криптосервисов Условия: ????? • Работа в интересной и молодой команде• Удаленный формат работы• Развитие в перспективном и интересном проекте• Достойная заработная плата",Unit-экономика CustDev A/B тесты User Stor,https://hh.ru/vacancy/54849288?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Менеджер по продукту (КБТ),з/п не указана,Дистрибуция,"Мякинино, Москва",https://hh.ru/search/vacancy/map?vacancy_id=48567629&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Разработка продуктовой стратегии на год и ее реализация в соответствии с бизнес стратегией компании по всем существующим каналам. Высшее техническое образование. Практические знания программных продуктов zoom, skype, и иных систем видеоконференцсвязи (ВКС). Опыт внедрения ВКС. Стремление к личностному...",Английский — B2 — Средне-продвинутый Английский язык Закупки Закупка товаров и услуг MS PowerPoin,https://hh.ru/vacancy/48567629?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Product manager,з/п не указана,Simtech Development,Ульяновск,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа","Мы группа компаний Simtech, в которую входят 4 компании: CS-Cart, Simtech Development, Searchanise, ASAP Lab. С 2005 года наша команда занимается цифровой трансформацией бизнеса - помогаем предпринимателям и компаниям из разных стран развивать, оптимизировать и масштабировать онлайн-магазины в глобальном масштабе. За это время мы реализовали тысячи успешных проектов для клиентов из 170 стран. ASAP Lab - команда сертифицированных SysOps-администраторов, SRE и DevOps-инженеров. Мы обеспечиваем стабильную работу инфраструктуры eCommerce проектов и решаем задачи любого уровня сложности — от аудита и мониторинга производительности до повышения отказоустойчивости, проектирования инфраструктуры (IaC) и внедрения DevOps-практик.Создали специализированное хостинг-решение с системой мониторинга и реагирования 24/7 для платформы CS-Cart, активно осваиваем другие популярные платформы.Ищем в команду спецов, которые хотят чего-то большего, чем просто писать код, ловят азарт от решения загадочных проблем, когда надо закопаться с головой, и любят все автоматизировать Сейчас в компанию ASAP Lab мы в поиске Product manager. Основные продукты: хостинг и серверные услуги. Чем предстоит заниматься:  создание дорожной карты жизненного цикла продукта; анализ функциональностей продукта и его изменений; преобразование бизнес-потребностей в технические требования и подробные прототипы (макеты); планирование релиза на основе обратной связи пользователей и стратегических направлений разработки; анализ метрик использования продукта, внедрение новых метрик; анализ конкурентных решений, новых ниш и отраслевых тенденций; выстраивание эффективных отношений между командой маркетинга, командой тех.поддержки и командой разработки; грамотная постановка задач разработчикам продукта; установление отношений между компанией и ее стратегическими клиентами и партнерами.  Наши ожидания:  опыт работы Product manager/Product Owner/Project manager от 2-х лет; понимание особенностей web-разработки, наш технологический стек: PHP/HTML/CSS; опыт стратегического планирования для долгосрочного развития продукта; опыт создания качественных интерфейсов, понимание трендов UX/UI; опыт работы в направлении e-commerce; опыт работы с web-аналитикой (Google Analytics, Яндекс Метрика, Amplitude); опыт формирования и выстраивания коммуникаций внутри команды; самостоятельность, ответственность, коммуникабельность, умение аргументировать позицию; аналитический склад ума.  Мы предлагаем:   профессиональное развитие: регулярно проводим внутренние баркемпы и митапы, оплачиваем обучение и участие сотрудников во внешних конференциях;   интересные задачи и возможность влиять на процессы внутри компании;   полностью белую зарплату и её регулярный пересмотр по итогам performance review;   работу в профессиональной команде, которая всегда поддержит и поделится опытом;   возможность выбора удобного временного графика;   всё, что нужно для комфортной работы: стильный офис (4 этажа) с ланч-зоной и relax-зонами (Xbox, мини-гольф и настольный теннис и хоккей), кофемашина;   собственный тренажёрный зал в офисе  ",Английский — A2 — Элементарный Управление проектами Project management HTML Аналитическое мышление E-Commerce Управление продуктом Product Management CS,https://hh.ru/vacancy/54561243?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Менеджер по продукту,от 175 000 руб. до вычета налогов,Кадровое агентство Smart Business,Москва,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Компания «ДжамильКо» управляет собственной розницей - более 150 магазинов - в Москве, Санкт-Петербурге, Екатеринбурге, Сочи и Ростове-на-Дону, успешно развивает обширную дилерскую сеть, сотрудничая с более чем 350 партнерами по всей России, активно ведет направление электронной коммерции. В компании более 1 200 сотрудников. Обязанности:   Управление категориями;   Планирование деятельности по продажам, поставкам, складским запасам в среднесрочном и краткосрочном периоде;   Анализ конкурентного окружения;   Построение ассортиментного и ценового предложения;   Подготовка и защита бюджета по закупке товара;   Заказ товара;   Ответственность за получение подтверждение/отказов на размещенные заказы;   Контроль исполнения поставщиком сезонных заказов и соблюдение графиков поставок;   Контроль описания товара;   Контроль распределения/отгрузки товара по каналам и точкам продаж;   Проведение тренингов по товару;   Планирование продаж в собственных магазинах;   Планирование товародвижения.   Требования:   Высшее образование ;   Свободный английский;   Опыт работы от 3-х лет c спортивной обувью в должности менеджера по закупкам, менеджером по маркетингу или бренд/продакт менеджером;   Аналитические способности, нацеленность на результат.   Условия:   Официальное трудоустройство,«белая» заработная плата ( уровень дохода высокий. Оклад +бонусы);   График 5/2, с 9:30 до 18:30;   ДМС, дополнительные скидки на бренды компании;   Работа в крупной компании с международными брендами;   Возможность развития ;   Офис в центре Москвы (ст.м. Трубная/Цветной бульвар).   Предоставляем обучение, обеды в офисе, абонементы в спортзал и т. д.)   Если вас заинтересовала данная вакансия,звоните по указанному номеру телефона! Мы ищем именно тебя!",Английский — C1 — Продвинутый Работа с поставщиками Контроль поставок Закупки Английский язык Анализ продаж Навыки ведения переговоров Контроль заказов Заказ товара Тренинг по продукту Товародвижение Спортивная обув,https://hh.ru/vacancy/53283670?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Product Manager (Mobile),з/п не указана,ООО ТАКСТЕЛЕКОМ,"Казань, улица Вишневского, 24",https://hh.ru/search/vacancy/map?vacancy_id=54229493&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Привет! Мы - компания ""Такстелеком"". Занимаемся разработкой продуктов для пассажирских и грузовых поездок. Самый крупный из наших заказчиков - сервис заказа такси «Maxim», который работает в 20 странах мира и входит в топ-3 агрегаторов такси в России. Мы первыми начали менять рынок такси, создав для maxim цифровую платформу для связи пассажира и водителя раньше Uber и Gett. Сегодня наша команда работает над высоконагруженными сервисами, которыми пользуются в Бразилии, Сингапуре, Перу, Аргентине, Колумбии, Индонезии, Индии и еще 13 странах. В сутки продукт обрабатывает более миллиона заказов. Наше ПО — лидер рынка в регионах России, Индонезии, Латинской Америки, и мы не собираемся останавливаться на достигнутом! Наша команда растёт быстрыми темпами и сейчас в штате более 300 IT-специалистов. Офисы компании располагаются в Кургане, Челябинске, Тюмени, Набережных Челнах, Казани, Екатеринбурге и Санкт-Петербурге, но у нас можно работать и удаленно. Сейчас мы ищем в команду мобильной разработки опытного Product Manager, который поможет увеличить скорость поставки и качество фич для приложения такси Maxim. Команда состоит из iOS-, Android- и C#- разработчиков. Что нужно будет делать:   Организовывать и вести Agile-мероприятия с командой: PBR, планирование, итоги спринта, ретро.   Отвечать за эффективность работы, климат внутри команды.   Улучшать time-to-market команды и технические метрики, устранять блокеры, препятствия производства.   Управлять бэклогом команды, разъяснять команде разработки элементы бэклога.   Мы ждем, что вы:   Имеете релевантный опыт управления мобильной разработкой и понимаете процесс разработки продукта для мобильных платформ.   Имеете опыт работы в качестве product manager в продуктовой команде разработки от 2 лет и более.   Умеете делать выводы и предложения на основе метрик, в том числе технических. Умеете их формулировать, собирать и анализировать.   Отличный коммуникатор: помимо своей команды обсуждение задач будут происходить с другими командами, продакт-менеджерами, системными аналитиками и другими специалистами.   Будет плюсом, если:    Можете отличить хороший UX от плохого и аргументировать это.   У вас есть технический бэкграунд: опыт работы разработчиком, системным аналитиком, QA.   Знаете английский от В1 и выше.   С нашей стороны:   Все по-честному и в белую: официальное оформление и уровень дохода, который полностью зависит от вашей экспертизы.   Комфорт: обеспечиваем оборудованием, компенсируем питание, даем возможность работать удаленно, из офиса или в гибридном режиме. Кстати, офисы у нас классные - с кофепоинтами, душевыми, приставками и прочим чаем с печеньками.   Забота о здоровье: оформляем страховку ДМС после прохождения испытательного срока.   Корпоративный английский: в компании работают внутренние преподаватели, действует speaking club и курс языка для сотрудников. Для нас важно, чтобы команда имела возможность учить английский, ведь мы строим международную компанию.   Профессиональное развитие: отправляем на профильные конференции и всегда поддерживаем, если вы хотите научиться чему-то новому.   Насыщенная жизнь: у нас в команде неформальная и дружеская атмосфера. Мы регулярно устраиваем мероприятия и тусовки, выезжаем вместе работать в приятные места, даем возможность реализовать все идеи, дарим приятные корпоративные подарки. В общем, с нами весело!  ",Управление продуктом Английский язык Product Management Agile Project Management Управление проектам,https://hh.ru/vacancy/54229493?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

"Product manager for super app ""alif mobi""",з/п не указана,ООО Alif Tech,"Ташкент, улица Шота Руставели, 12",https://hh.ru/search/vacancy/map?vacancy_id=54624823&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Facilitating the development process and operations. —Identifying setbacks and shortcomings. —Creating suitable DevOps channels across the organization. —Establishing continuous build...To be successful as a DevOps, you should demonstrate a leadership mindset, solid operational experience, and the ability to problem...",Английский язык Работа в команде Управление проектами Стратегическое мышление Проведение презентаций Ориентация на результат Разработка продукт,https://hh.ru/vacancy/54624823?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager
